Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Age at enrollment,Scholarship holder,Gender,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Debtor,Daytime/evening attendance,Previous qualification,Target
6,0,0,0.0,6,0,0,0.0,30,1,1,13,14,4,4,0,1,1,0,1,1,Dropout
6,6,6,12.666666666666666,6,6,6,11.5,44,0,1,22,14,10,10,1,0,1,0,1,1,Graduate
8,8,7,13.614285714285714,8,8,7,13.614285714285714,19,0,1,13,3,5,10,0,0,1,0,1,1,Graduate
18,32,12,12.857142857142858,12,15,10,14.3,22,0,1,2,1,4,7,1,0,1,0,1,14,Graduate
5,7,4,14.0,5,5,5,14.2,18,0,1,3,3,2,3,0,0,1,0,1,1,Graduate
6,8,4,14.75,6,6,5,11.8,21,1,1,22,27,10,10,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,18,0,0,1,27,12,12,1,0,1,0,1,1,Dropout
6,8,6,13.625,6,7,6,14.285714285714286,18,0,1,3,1,3,4,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,19,0,1,1,1,5,4,0,0,1,0,1,1,Graduate
6,12,4,11.8,6,11,4,11.875,21,0,1,1,28,7,7,1,0,1,0,1,14,Dropout
6,8,6,15.125,6,10,6,14.6,31,0,1,3,3,3,3,0,0,1,0,1,1,Graduate
6,10,4,11.5,6,10,2,10.5,21,0,1,1,1,3,4,1,0,1,0,1,1,Dropout
5,12,1,10.0,5,11,1,11.0,24,0,1,13,14,10,8,0,0,1,1,1,1,Enrolled
4,8,0,0.0,5,10,0,0.0,27,0,1,13,6,5,4,0,0,1,0,1,1,Dropout
5,9,3,10.333333333333334,5,6,5,12.8,20,0,1,13,14,10,10,1,0,1,0,1,1,Graduate
5,9,0,0.0,5,6,2,11.666666666666666,22,0,1,1,14,5,6,1,0,1,0,1,14,Enrolled
6,9,4,12.0,6,10,4,12.5,19,1,1,13,14,10,10,0,0,1,0,1,1,Enrolled
6,6,6,13.833333333333334,6,6,6,14.5,19,0,1,1,1,5,8,1,0,1,0,1,1,Graduate
17,19,13,12.153846153846152,17,28,11,11.909090909090908,23,0,1,1,1,8,5,1,0,1,1,1,1,Enrolled
6,7,6,14.0,6,8,6,13.666666666666666,18,0,1,10,10,3,9,1,0,1,0,1,1,Graduate
6,8,6,16.5,6,6,5,13.8,29,0,1,3,2,5,7,1,0,0,0,1,1,Enrolled
5,11,1,18.0,5,10,3,13.333333333333334,29,0,1,1,14,5,6,1,0,1,0,1,1,Dropout
6,8,6,11.285714285714286,6,8,5,11.77777777777778,20,0,0,1,1,5,6,0,0,1,0,1,1,Enrolled
0,0,0,0.0,0,0,0,0.0,19,1,1,13,3,10,3,1,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,22,0,1,3,29,3,6,1,1,1,0,1,1,Enrolled
6,10,5,14.0,6,10,6,12.0,20,0,1,3,1,4,6,1,0,1,0,1,1,Enrolled
5,13,4,13.75,5,9,3,12.0,24,0,1,13,14,10,6,1,0,1,0,1,1,Enrolled
6,9,4,13.25,6,6,5,11.0,21,0,1,22,27,6,9,0,0,0,0,1,1,Dropout
5,7,4,14.25,5,7,4,14.75,25,1,1,22,1,8,4,0,0,1,0,1,1,Graduate
5,9,0,0.0,5,5,0,0.0,32,0,1,22,27,10,10,0,0,0,0,1,1,Dropout
12,12,8,11.25,8,8,3,11.333333333333334,26,0,1,3,4,3,3,0,0,0,0,0,1,Dropout
6,7,6,13.5,6,8,6,12.5,18,1,1,2,27,10,8,1,0,1,0,1,1,Graduate
6,8,5,12.666666666666666,6,10,6,12.857142857142858,19,1,1,1,14,5,8,0,0,1,0,1,1,Graduate
6,6,6,15.166666666666666,6,6,6,12.333333333333334,19,1,1,13,28,6,8,1,0,1,0,1,1,Graduate
6,6,6,13.166666666666666,5,7,5,15.142857142857142,27,0,1,1,1,5,5,0,0,1,0,1,15,Dropout
12,20,10,11.8,12,15,9,11.444444444444445,21,0,1,13,1,10,10,0,0,1,1,1,1,Enrolled
5,10,4,11.5,5,11,0,0.0,20,0,1,13,1,5,6,0,0,1,0,1,1,Enrolled
6,6,6,14.5,6,8,6,11.333333333333334,21,0,1,13,28,5,1,1,0,1,0,1,14,Graduate
6,10,5,13.4,6,12,3,10.666666666666666,22,0,1,22,3,6,3,1,0,1,0,1,1,Enrolled
6,8,0,0.0,0,0,0,0.0,19,0,0,1,27,6,8,1,0,0,1,1,1,Graduate
5,8,4,10.8,5,10,2,12.5,18,1,1,23,14,6,6,1,0,1,0,1,1,Dropout
5,6,0,0.0,5,5,0,0.0,28,0,1,13,1,6,6,0,0,1,0,1,1,Dropout
10,23,6,11.428571428571429,7,15,4,12.0,25,0,1,1,27,10,2,0,0,0,1,1,1,Dropout
14,24,8,12.5,13,23,10,11.6,25,0,1,22,1,6,5,0,0,1,0,1,1,Dropout
5,11,2,13.5,5,11,3,12.333333333333334,18,0,1,23,14,10,6,0,0,1,0,1,1,Enrolled
6,6,0,0.0,6,12,0,0.0,26,0,1,4,14,5,6,0,0,1,0,1,1,Dropout
5,8,5,12.75,5,7,5,11.5,18,1,1,22,27,7,6,1,0,1,0,1,1,Graduate
6,17,3,11.333333333333334,6,14,3,12.333333333333334,22,0,1,13,28,10,8,1,0,1,0,1,1,Enrolled
6,8,0,0.0,6,10,0,0.0,25,0,1,1,3,5,6,0,0,1,0,1,1,Dropout
6,9,5,11.4,6,13,5,12.4,19,0,1,3,1,5,5,1,0,1,0,1,1,Enrolled
6,7,6,14.428571428571429,6,7,6,14.571428571428571,19,0,1,3,14,3,4,1,0,1,0,1,1,Graduate
7,9,7,12.492857142857144,8,10,8,11.7125,19,0,1,1,1,6,6,0,0,1,0,1,1,Graduate
8,10,4,11.5,8,13,4,11.0,45,0,1,1,27,10,2,0,0,1,0,0,12,Dropout
5,7,5,11.2,5,6,5,12.8,52,0,1,22,27,10,10,0,0,1,0,0,1,Graduate
5,9,3,12.0,5,7,3,11.0,20,0,1,13,14,10,4,1,0,0,0,1,1,Dropout
8,8,7,15.885714285714286,8,8,7,15.885714285714286,19,0,1,23,27,6,11,1,0,1,0,1,1,Graduate
7,12,4,12.94,7,12,4,11.58,21,0,1,1,28,10,10,0,0,0,1,1,1,Dropout
6,6,6,14.0,6,6,6,14.166666666666666,35,0,1,22,27,10,10,0,0,0,0,0,1,Graduate
0,0,0,0.0,0,0,0,0.0,36,0,1,22,27,8,8,1,0,1,0,1,9,Graduate
7,7,0,0.0,8,8,0,0.0,47,0,1,22,28,6,6,0,0,0,0,1,12,Graduate
5,0,0,0.0,5,0,0,0.0,22,0,1,28,30,3,3,0,0,1,0,0,1,Dropout
6,8,4,0.0,5,8,3,11.0,18,0,0,22,27,10,10,1,0,1,0,1,1,Dropout
5,5,0,0.0,5,6,0,0.0,26,0,1,19,24,12,12,0,0,1,0,1,3,Dropout
6,13,4,11.25,6,12,0,0.0,51,0,0,19,24,12,12,0,0,0,0,0,1,Dropout
5,11,3,10.666666666666666,5,10,4,12.5,43,0,0,22,27,10,10,0,0,1,0,0,1,Enrolled
10,19,8,11.625,10,16,10,11.181818181818182,23,0,1,19,27,10,10,1,0,1,0,1,1,Graduate
6,11,0,0.0,5,10,0,0.0,22,0,1,19,21,1,6,1,0,1,0,1,1,Dropout
6,8,4,10.25,6,6,4,11.25,25,1,1,22,27,10,10,1,1,1,0,1,1,Dropout
15,16,15,10.8,14,14,14,11.357142857142858,25,0,1,22,27,10,10,1,0,1,0,0,1,Graduate
12,15,11,12.545454545454543,11,16,11,12.666666666666666,22,1,1,1,14,10,10,1,0,0,0,1,16,Graduate
7,7,7,13.571428571428571,6,9,5,13.4,24,0,1,1,1,30,29,0,0,1,0,1,1,Enrolled
6,0,0,0.0,6,0,0,0.0,47,0,1,23,28,10,11,0,0,1,0,1,2,Dropout
5,5,0,0.0,5,5,0,0.0,41,0,1,22,27,6,6,1,0,1,0,0,12,Dropout
6,9,6,14.77777777777778,6,11,5,12.2,43,0,1,22,27,10,10,1,0,1,0,1,1,Graduate
3,4,0,0.0,6,8,0,0.0,29,0,1,1,27,10,9,1,0,1,0,1,1,Graduate
2,2,0,0.0,2,2,0,0.0,30,0,1,22,27,6,6,0,0,1,0,1,1,Dropout
4,4,0,0.0,5,0,0,0.0,26,0,1,13,28,10,10,0,0,0,0,1,13,Dropout
5,10,0,0.0,5,5,0,0.0,27,0,1,13,28,10,10,0,0,0,0,0,1,Dropout
5,5,5,11.4,5,7,5,11.6,36,1,1,22,27,10,10,0,0,1,0,1,1,Graduate
9,13,6,11.666666666666666,7,10,6,10.857142857142858,29,0,1,1,14,5,11,0,0,1,0,1,12,Dropout
10,12,7,11.285714285714286,8,8,5,13.0,35,0,1,19,24,1,1,1,0,1,0,1,1,Dropout
6,12,4,11.5,6,10,5,12.6,18,1,1,23,28,7,4,0,0,1,0,1,1,Graduate
5,5,5,16.0,5,5,5,16.0,24,1,1,23,27,10,10,0,0,1,0,0,1,Graduate
6,6,6,12.5,6,7,6,12.666666666666666,18,1,1,23,28,10,8,1,0,1,0,1,1,Dropout
5,7,4,12.0,5,10,3,13.0,18,0,1,23,27,6,8,1,0,1,0,1,1,Enrolled
5,11,0,0.0,5,11,3,11.666666666666666,21,0,1,22,27,10,8,0,0,1,0,1,1,Enrolled
5,10,5,13.0,5,10,5,12.6,21,0,1,23,27,6,9,1,0,1,0,1,1,Graduate
18,27,13,13.714285714285714,12,18,12,12.083333333333334,32,0,1,1,3,3,7,0,0,1,0,1,1,Graduate
5,9,3,12.333333333333334,6,14,3,12.5,22,1,1,22,27,10,6,1,0,1,0,1,1,Dropout
17,31,11,12.727272727272728,12,24,10,12.7,32,0,1,1,28,10,8,1,0,0,0,1,3,Dropout
5,5,1,14.0,5,5,0,0.0,35,0,1,19,24,1,1,0,0,1,0,1,6,Dropout
5,0,0,0.0,5,0,0,0.0,23,0,1,1,28,5,8,1,0,0,0,1,1,Dropout
6,8,5,11.4,6,12,3,11.0,39,0,1,22,27,7,7,0,0,1,0,0,1,Enrolled
6,8,6,18.875,12,14,12,17.692307692307693,32,0,1,3,14,5,7,0,0,1,0,1,3,Graduate
6,12,0,0.0,6,12,0,0.0,20,0,1,19,24,1,1,0,0,1,0,1,1,Dropout
7,15,6,11.333333333333334,7,16,4,12.6,34,0,1,22,27,10,10,0,0,1,0,1,1,Enrolled
7,9,7,13.5,5,6,5,16.2,44,0,1,22,27,7,7,1,0,1,0,0,15,Dropout
11,12,2,15.0,9,10,3,10.0,53,0,1,22,14,10,11,0,0,1,0,1,12,Graduate
5,10,0,0.0,5,7,0,0.0,28,0,1,22,27,10,5,0,0,0,1,1,12,Dropout
9,9,9,14.22222222222222,5,5,5,12.8,31,0,1,22,27,10,10,0,0,1,0,0,3,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,1,28,6,10,0,0,0,1,1,1,Enrolled
7,14,6,12.0,6,16,0,0.0,44,0,0,1,3,10,10,1,0,0,1,1,1,Dropout
5,9,5,12.6,5,8,4,12.0,19,0,1,1,1,10,10,1,0,1,0,1,1,Graduate
12,12,12,15.083333333333334,11,15,11,13.083333333333334,21,0,1,1,1,3,10,0,0,1,0,1,1,Enrolled
5,5,0,0.0,5,5,0,0.0,18,1,1,3,14,4,6,0,0,1,0,1,1,Dropout
6,8,6,14.5,6,10,6,15.3,20,0,1,13,14,6,6,1,0,1,0,1,14,Graduate
6,6,6,14.5,6,6,6,13.5,55,0,1,22,27,8,8,0,0,1,0,1,1,Graduate
5,12,3,10.0,5,12,1,13.0,27,0,1,13,27,5,9,0,0,1,0,1,1,Enrolled
5,0,0,0.0,5,0,0,0.0,19,0,1,10,14,6,6,0,0,1,0,1,1,Dropout
5,5,5,11.6,5,5,5,13.2,18,0,1,13,27,10,10,0,0,1,0,1,1,Graduate
6,10,4,11.75,6,7,0,0.0,43,0,1,22,27,8,5,0,0,1,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,18,0,1,13,14,10,7,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,0,1,3,3,3,3,1,0,1,0,1,1,Dropout
6,7,0,0.0,6,6,0,0.0,20,1,1,22,28,10,10,1,0,1,1,1,1,Dropout
5,7,4,11.25,5,8,4,11.8,29,0,1,22,14,10,10,0,0,0,1,0,1,Dropout
6,8,5,11.571428571428571,6,11,6,0.0,44,0,1,22,27,10,11,1,0,1,1,1,1,Dropout
5,7,4,10.0,5,8,1,16.0,18,0,1,22,27,10,10,1,0,1,0,1,1,Enrolled
6,11,5,13.833333333333334,6,13,6,12.3,20,1,1,22,27,10,2,0,0,1,0,1,14,Enrolled
6,6,4,12.75,9,12,3,12.666666666666666,20,0,1,23,27,9,8,1,0,1,0,1,1,Dropout
4,4,0,0.0,5,9,0,0.0,36,0,1,22,27,10,10,1,0,1,0,1,1,Dropout
6,13,5,11.6,6,12,2,11.0,18,0,1,5,27,3,6,1,0,1,0,1,1,Enrolled
5,5,0,0.0,5,5,0,0.0,29,0,1,22,27,12,12,0,0,0,0,1,12,Dropout
6,6,4,11.25,6,10,3,10.333333333333334,18,0,1,1,1,10,10,1,0,1,0,1,1,Dropout
6,8,0,0.0,6,8,0,0.0,24,0,1,1,1,10,7,1,0,0,0,1,1,Dropout
6,6,6,14.333333333333334,6,7,6,15.0,20,0,1,3,14,3,6,0,0,1,0,1,1,Graduate
6,7,0,0.0,5,5,0,0.0,45,0,1,13,27,10,10,0,0,0,1,0,12,Dropout
23,23,20,13.5,23,8,20,13.5,28,1,0,1,27,10,5,1,0,1,0,1,1,Graduate
6,8,6,12.666666666666666,6,10,5,12.2,23,0,1,13,28,10,10,1,0,1,0,1,1,Enrolled
7,7,7,12.444285714285714,8,11,7,11.347142857142858,18,0,1,1,14,5,8,1,0,1,0,1,1,Graduate
5,7,3,10.666666666666666,5,7,3,11.333333333333334,23,0,1,13,14,10,5,1,0,1,0,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,22,0,1,3,3,3,3,1,0,1,0,1,1,Enrolled
6,6,6,12.666666666666666,6,6,5,12.4,22,1,1,13,14,6,6,0,0,1,0,1,1,Graduate
5,5,5,13.2,5,6,5,14.833333333333334,33,0,1,22,28,6,6,0,0,1,0,0,9,Graduate
12,20,10,12.7,12,14,11,12.181818181818182,21,0,1,1,28,10,7,0,0,1,0,1,16,Graduate
5,6,5,14.833333333333334,5,5,5,14.8,45,0,1,22,27,10,6,0,0,1,0,1,1,Graduate
10,10,4,11.5,7,8,1,12.0,44,0,1,22,27,10,10,0,0,0,0,1,1,Dropout
6,0,0,0.0,6,0,0,0.0,42,0,1,13,14,12,13,0,0,1,0,1,1,Dropout
5,0,0,0.0,5,0,0,0.0,20,0,1,13,1,10,8,1,0,1,0,1,1,Dropout
5,7,3,12.666666666666666,5,12,2,12.5,20,0,1,13,28,6,7,1,0,1,0,1,1,Enrolled
6,7,6,14.714285714285714,6,6,6,12.5,20,1,1,1,28,3,9,1,0,1,0,1,1,Graduate
6,11,3,13.666666666666666,6,13,4,10.25,20,0,1,1,1,5,5,1,0,1,0,1,1,Enrolled
5,9,5,10.8,5,13,2,13.5,19,0,1,1,1,10,7,0,0,1,0,1,1,Enrolled
8,13,4,10.5,10,16,7,10.428571428571429,26,0,1,1,1,5,5,0,0,0,1,0,1,Dropout
6,10,6,15.0,6,11,5,12.5,31,0,1,22,27,9,8,0,0,1,0,1,1,Graduate
6,6,6,12.666666666666666,6,6,6,14.0,19,1,1,1,14,10,10,0,0,1,1,1,1,Graduate
6,7,6,13.166666666666666,6,6,6,0.0,28,0,0,22,27,1,10,1,0,1,0,1,12,Graduate
0,0,0,0.0,0,0,0,0.0,20,1,1,13,27,10,10,1,0,1,0,1,1,Graduate
6,6,6,13.0,6,6,6,12.5,43,0,0,22,1,10,11,1,0,1,0,0,1,Graduate
6,13,2,10.0,6,10,1,15.0,40,0,0,22,27,10,10,0,1,1,1,1,12,Dropout
6,7,6,13.333333333333334,6,16,5,13.375,20,0,0,5,4,2,2,0,0,1,0,1,14,Graduate
6,13,3,12.333333333333334,6,6,6,13.333333333333334,46,0,0,22,27,10,2,0,0,1,0,0,9,Graduate
21,23,20,13.181818181818182,14,18,14,11.642857142857142,26,0,0,13,27,6,8,0,0,1,0,1,1,Graduate
7,7,6,12.513333333333334,8,9,7,13.071428571428571,34,1,0,3,1,6,6,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,19,0,0,23,27,10,6,1,0,1,0,1,1,Dropout
7,9,7,11.155555555555557,8,10,8,11.425,18,0,0,13,14,5,10,1,0,1,0,1,1,Graduate
7,9,6,11.857142857142858,6,7,5,12.0,37,1,1,23,27,10,8,0,0,1,0,0,1,Graduate
0,0,0,0.0,0,0,0,0.0,23,1,1,13,28,10,8,0,0,1,0,1,1,Graduate
14,14,14,14.0,13,13,13,13.615384615384617,26,0,1,13,28,10,8,0,0,1,0,1,1,Graduate
6,8,5,12.0,6,0,0,0.0,18,0,0,13,28,4,6,1,0,0,0,1,1,Dropout
7,15,4,11.575,7,10,5,12.419999999999998,18,0,0,3,2,14,5,1,0,1,0,1,1,Enrolled
7,8,7,13.198571428571428,6,8,8,13.0625,19,0,0,3,3,3,3,1,0,1,0,1,1,Graduate
6,10,6,13.5,6,12,6,12.0,18,0,0,13,1,5,10,0,0,1,0,1,1,Graduate
6,6,6,13.333333333333334,6,8,5,12.8,19,0,0,1,3,5,4,1,0,1,0,1,1,Dropout
5,10,6,14.25,6,8,1,10.0,20,0,1,1,27,29,36,1,0,1,0,1,1,Enrolled
6,7,6,12.166666666666666,6,9,4,12.0,22,1,0,1,1,2,6,0,0,1,0,1,1,Graduate
8,8,7,12.214285714285714,8,8,7,12.214285714285714,18,1,0,13,1,10,6,1,0,1,0,1,1,Graduate
6,8,6,12.666666666666666,6,6,6,13.0,18,1,0,13,29,6,5,0,0,1,0,1,1,Graduate
6,7,6,12.285714285714286,6,6,6,13.5,18,1,0,23,28,6,6,1,0,1,0,1,1,Graduate
6,7,6,13.0,6,6,6,13.0,18,1,0,23,27,6,8,1,0,1,0,1,1,Graduate
6,8,6,12.142857142857142,6,6,6,11.166666666666666,18,0,0,4,3,8,5,1,0,1,0,1,1,Graduate
7,8,7,13.875714285714285,8,9,7,13.085714285714284,19,1,0,1,14,8,8,1,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,20,0,0,13,1,6,6,0,0,1,0,1,1,Dropout
6,12,6,11.666666666666666,6,7,0,0.0,19,1,0,1,14,10,6,1,0,1,0,1,1,Dropout
6,13,6,13.153846153846152,6,12,3,11.0,18,0,0,3,1,5,8,1,0,1,0,1,1,Graduate
6,6,6,14.5,6,6,6,12.833333333333334,18,1,0,1,1,10,8,1,0,1,0,1,1,Dropout
7,7,7,14.44142857142857,8,8,8,13.65625,18,1,0,13,14,8,8,1,0,1,0,1,1,Graduate
6,6,6,15.166666666666666,6,7,6,14.285714285714286,18,0,0,3,28,3,7,1,0,1,0,1,1,Graduate
5,5,5,11.6,5,12,4,12.625,18,1,0,13,28,5,9,0,0,1,0,1,1,Graduate
6,6,6,11.666666666666666,6,6,6,12.333333333333334,18,0,0,1,1,5,8,1,0,1,1,1,1,Graduate
6,8,6,12.625,6,10,6,13.2,20,1,0,22,28,10,7,0,0,1,0,1,14,Graduate
6,14,3,12.666666666666666,6,7,6,11.0,19,1,0,23,27,4,6,1,0,1,0,1,1,Graduate
6,7,6,12.833333333333334,6,8,6,13.0,18,1,0,2,14,3,7,1,0,1,0,1,1,Enrolled
6,7,6,11.857142857142858,6,8,6,13.142857142857142,19,1,0,23,28,9,8,1,0,1,0,1,1,Graduate
6,8,5,11.4,6,7,4,10.75,19,0,0,3,1,2,6,1,0,1,0,1,1,Enrolled
5,10,6,14.857142857142858,5,7,5,15.142857142857142,19,0,0,3,4,10,3,0,0,1,0,1,1,Enrolled
6,7,6,14.714285714285714,6,6,6,15.833333333333334,19,0,0,13,14,8,8,0,0,1,0,1,1,Graduate
6,6,6,13.5,6,9,5,13.0,20,0,0,27,1,3,8,0,1,1,1,1,1,Graduate
5,7,4,11.5,5,5,5,12.4,18,1,0,23,14,10,6,1,0,1,0,1,1,Graduate
5,9,2,14.0,5,5,0,0.0,33,0,0,1,29,5,8,0,0,1,0,1,3,Dropout
7,8,6,12.833333333333334,6,6,0,0.0,19,1,0,13,14,5,6,0,0,1,0,1,1,Dropout
7,8,6,13.428571428571429,8,8,8,14.75,18,1,0,1,27,10,10,0,0,1,0,1,1,Graduate
6,0,0,0.0,6,0,0,0.0,19,0,0,13,1,5,4,0,0,1,0,1,1,Dropout
6,18,3,11.666666666666666,6,14,4,11.5,19,0,0,23,28,7,4,0,0,1,0,1,14,Enrolled
6,6,6,13.833333333333334,6,6,6,11.833333333333334,20,0,0,13,14,10,6,1,0,1,0,1,1,Graduate
8,8,8,13.2325,8,9,8,0.0,19,0,0,13,27,10,8,1,0,1,0,1,1,Graduate
6,6,6,14.0,6,6,6,14.166666666666666,18,1,1,13,14,10,10,1,0,1,0,1,1,Graduate
6,14,2,10.0,6,6,0,0.0,19,1,1,1,2,6,4,1,0,1,1,1,1,Dropout
16,16,15,13.333333333333334,13,13,11,12.272727272727272,25,0,0,22,27,10,10,1,0,1,0,0,1,Graduate
6,6,6,12.5,6,6,6,14.333333333333334,20,1,0,3,3,5,5,1,0,1,0,1,1,Enrolled
6,8,6,0.0,6,8,6,11.5,19,0,0,1,27,6,6,0,0,1,0,0,1,Graduate
5,8,2,10.5,5,5,0,0.0,33,0,1,19,24,1,1,1,0,1,1,0,1,Dropout
5,11,3,10.666666666666666,5,9,3,11.333333333333334,18,0,1,13,28,32,39,1,0,1,1,1,1,Enrolled
5,9,4,10.5,5,11,2,10.5,18,0,1,13,27,6,9,1,0,1,0,1,1,Enrolled
5,10,4,12.0,5,6,5,11.4,19,0,0,1,1,3,4,0,0,1,0,1,1,Graduate
0,0,0,0.0,0,0,0,0.0,18,0,0,3,3,3,3,1,0,1,0,1,1,Enrolled
5,11,5,11.5,5,9,2,10.666666666666666,19,0,0,23,14,20,36,0,0,1,0,1,1,Enrolled
6,6,6,14.0,6,8,6,13.5,18,0,0,13,27,10,11,1,0,1,0,1,1,Dropout
6,7,6,13.5,6,8,5,12.6,18,0,0,3,14,3,8,1,0,1,0,1,1,Graduate
8,8,8,13.07375,8,8,8,13.07375,18,0,0,13,27,8,8,1,0,1,0,1,1,Graduate
7,9,2,10.75,7,9,0,0.0,37,0,0,23,28,3,11,0,0,1,0,1,12,Dropout
6,11,1,12.0,5,10,0,0.0,20,0,0,23,1,3,5,0,0,1,0,1,1,Enrolled
6,6,6,14.0,6,6,6,13.333333333333334,20,1,0,22,27,6,6,1,0,1,0,1,1,Graduate
6,7,6,12.333333333333334,6,7,6,13.428571428571429,21,0,1,13,14,10,7,0,0,1,0,1,1,Graduate
7,7,7,13.464285714285714,8,9,8,14.788888888888888,18,1,0,23,1,6,5,0,0,1,0,1,1,Graduate
6,14,3,10.666666666666666,6,9,5,11.2,26,0,0,13,1,10,9,0,0,1,0,0,1,Enrolled
5,6,5,11.6,5,8,5,12.2,41,0,0,22,27,10,8,0,0,1,1,1,9,Enrolled
6,6,6,13.666666666666666,6,6,6,14.666666666666666,18,1,0,13,1,4,10,1,0,1,0,1,1,Graduate
8,9,8,14.4025,8,9,8,14.4025,18,0,0,13,27,10,8,0,0,1,1,1,1,Graduate
7,9,7,15.46875,8,8,8,16.3875,31,0,0,23,28,10,10,1,0,1,0,1,1,Graduate
6,8,6,12.625,6,6,6,14.166666666666666,23,0,0,1,1,5,11,0,0,1,1,1,1,Graduate
7,7,6,14.983333333333334,7,7,6,14.983333333333334,19,0,0,22,14,10,10,1,0,1,0,1,1,Graduate
6,6,6,15.0,6,6,6,13.0,20,1,0,22,28,5,10,1,0,1,0,1,1,Graduate
9,9,9,15.88888888888889,7,7,7,14.142857142857142,40,0,0,22,27,8,6,0,0,1,0,0,1,Graduate
6,14,4,11.5,6,14,3,11.0,32,0,0,22,27,10,10,1,0,1,1,1,14,Dropout
6,14,2,10.5,6,11,1,10.0,24,0,0,22,27,10,8,1,0,1,0,1,1,Dropout
7,7,6,13.983333333333334,7,7,6,13.983333333333334,18,0,0,13,27,6,9,1,0,1,0,1,1,Graduate
6,6,6,13.0,6,6,6,12.833333333333334,18,0,0,22,27,10,10,0,0,1,0,1,1,Graduate
6,6,6,0.0,6,6,6,13.0,18,1,0,13,27,5,8,1,0,1,0,1,1,Graduate
6,8,0,0.0,6,8,0,0.0,27,0,0,23,28,5,8,1,0,0,0,1,1,Dropout
5,5,5,14.4,5,5,5,15.4,18,0,0,23,27,10,6,0,0,1,0,1,1,Graduate
5,10,4,12.0,5,9,4,11.25,26,0,0,13,27,10,9,0,0,1,0,0,1,Enrolled
6,6,6,14.166666666666666,6,7,6,13.666666666666666,19,0,0,13,10,10,5,1,0,1,0,1,1,Graduate
6,8,5,12.2,6,7,6,12.0,19,0,0,22,24,1,1,1,0,1,0,0,1,Graduate
5,8,3,12.0,5,9,3,12.666666666666666,21,0,0,1,27,6,6,1,0,1,0,1,1,Enrolled
5,11,2,10.5,5,14,1,11.0,24,0,0,1,14,5,7,1,0,1,0,1,1,Enrolled
6,8,3,12.333333333333334,6,11,6,10.5,20,0,0,22,27,10,11,0,0,1,0,1,1,Graduate
6,7,5,12.2,6,7,5,12.2,18,0,0,13,1,6,10,1,0,1,0,1,1,Enrolled
6,6,0,0.0,6,6,0,0.0,30,0,0,13,14,10,10,0,0,1,0,1,1,Dropout
7,10,6,11.5,7,8,6,13.166666666666666,22,0,0,13,27,10,10,1,0,0,1,1,1,Enrolled
9,9,9,10.88888888888889,10,18,10,11.615384615384617,21,0,0,22,14,10,9,0,0,1,0,1,3,Graduate
7,12,6,12.166666666666666,8,8,8,11.675,26,0,0,13,14,5,6,0,0,1,0,1,1,Dropout
5,7,2,10.0,6,9,1,12.0,23,0,0,13,27,8,10,1,0,1,0,1,1,Enrolled
6,6,6,12.666666666666666,6,6,6,12.166666666666666,18,1,0,13,27,6,10,0,0,1,0,1,1,Graduate
6,9,5,11.4,6,8,5,12.2,21,0,0,1,27,6,10,1,0,1,1,1,1,Dropout
0,0,0,0.0,0,0,0,0.0,18,1,0,13,28,10,10,0,0,1,0,1,1,Dropout
5,14,2,13.0,5,8,4,12.0,21,0,0,13,27,6,6,1,0,1,0,1,1,Enrolled
6,8,5,13.4,6,7,5,12.0,18,0,0,23,28,8,8,1,0,1,0,1,1,Enrolled
6,6,6,0.0,6,8,5,0.0,19,1,0,22,27,10,10,1,1,1,0,1,1,Graduate
6,14,4,12.25,6,11,3,11.333333333333334,22,0,0,1,1,5,10,1,0,1,0,1,1,Enrolled
6,7,6,12.285714285714286,6,7,6,12.833333333333334,19,0,0,23,14,6,9,1,0,1,0,1,1,Graduate
5,12,0,0.0,5,8,0,0.0,19,0,0,23,27,10,9,1,0,0,0,1,1,Dropout
6,10,2,10.5,6,11,1,13.0,19,0,0,22,27,8,6,1,0,1,0,1,1,Dropout
5,12,3,14.0,5,8,5,12.0,27,0,0,22,27,30,43,0,0,1,0,1,14,Graduate
5,7,5,14.2,5,10,5,12.2,22,0,0,22,27,6,6,1,0,1,0,1,1,Graduate
6,8,5,13.0,6,7,6,13.142857142857142,18,0,0,22,1,10,8,1,0,1,0,1,1,Dropout
6,6,6,11.0,6,8,4,12.75,20,0,0,23,28,6,6,1,0,1,0,1,1,Graduate
